customer_id,gender,seniorCitizen,partner,Dependents,tenure,Phone_Service,MultipleLines,InternetService,Online_Security,Online_Backup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,paperlessbilling,paymentmethod,MonthlyCharges,TotalCharges,Churn
8869-TORSS,Female,0.0,No,No,48.0,Yes,No,,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),61.01421501125485,,Yes
7446-SFAOA,Female,0.0,Yes,No,37.0,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),17.080998224912623,743.3474178554014,No
9522-ZSINC,Male,0.0,No,,13.0,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,11.556366776057038,225.2539509276578,No
8234-GSZYK,Male,0.0,No,No,43.0,Yes,Yes,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),27.013130571845473,1121.7627475587692,No
6505-OZNPG,Female,0.0,No,No,6.0,No,No phone service,,,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,63.16655005842927,261.2074372082235,No
6164-HAQTX,Male,,No,No,71.0,No,No phone service,,,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),60.72453574535498,4063.135000350152,No
0679-IDSTG,,1.0,Yes,Yes,1.0,Yes,,,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,72.36531730435749,279.2061919180281,Yes
7765-LWVVH,Female,0.0,Yes,Yes,72.0,Yes,Yes,,,Yes,No,No,Yes,No,Two year,Yes,Electronic check,88.38607923323214,6764.936234083809,No
1658-TJVOA,Female,1.0,No,No,6.0,,No,,,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.78252597778372,195.6298843820869,No
0953-LGOVU,,0.0,Yes,Yes,12.0,No,No phone service,,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,36.310167060185485,326.93082411982454,No
2115-BFTIW,Male,0.0,No,No,25.0,Yes,,,No,No,No,No,No,No,Month-to-month,No,Mailed check,64.08088745122733,1833.5580926370171,Yes
4692-NNQRU,Female,0.0,Yes,No,21.0,Yes,No,,No,No,Yes,Yes,No,No,One year,No,,71.16416705433505,1747.438663476329,No
7742-MYPGI,Female,0.0,Yes,Yes,6.0,Yes,No,,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,44.41278156959981,-65.10324517426557,No
0611-DFXKO,Male,0.0,Yes,No,20.0,Yes,No,,,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,81.33314189497183,2040.0033587625585,Yes
7780-OTDSO,Male,0.0,Yes,,18.0,Yes,Yes,,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.68709899865542,1748.62619291202,Yes
9619-GSATL,,0.0,No,No,43.0,Yes,No,,No,Yes,No,Yes,No,No,One year,No,Electronic check,61.189420892529,2309.798644543334,No
5622-UEJFI,Female,0.0,Yes,Yes,35.0,Yes,Yes,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),28.160696792617255,1008.29594241651,No
9747-DDZOS,Female,0.0,No,,1.0,Yes,No,,No,No,Yes,No,No,No,Month-to-month,No,,72.60962408934482,,Yes
0674-DGMAQ,Male,1.0,Yes,No,32.0,Yes,Yes,,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.87094940712196,3035.244121993391,No
6203-HBZPA,Male,0.0,No,No,52.0,No,,,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),64.19484845252023,2928.1744944413344,No
0484-FFVBJ,Male,0.0,No,No,32.0,Yes,No,,No,No,No,No,Yes,Yes,One year,Yes,,68.57507266772568,2013.1816101917243,No
0301-FIDRB,,0.0,Yes,Yes,72.0,No,No phone service,,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),59.54009823813334,4387.293507891377,No
4139-JPIAM,Male,0.0,No,No,,No,No phone service,,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,,44.68115737768474,1759.6541560393916,No
2181-TIDSV,Male,0.0,Yes,Yes,68.0,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),11.609764796805937,1533.9715353665492,No
2761-XECQW,Male,1.0,,No,8.0,No,No phone service,,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,43.59706401342448,563.76533766003,No
1936-CZAKF,Male,0.0,Yes,No,49.0,No,No phone service,,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),53.02414568719346,2542.050388968263,No
9453-PATOS,Female,0.0,Yes,No,72.0,Yes,No,,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,84.00437921120286,6153.8552041079065,No
0564-JJHGS,Male,0.0,No,No,9.0,,Yes,,No,No,No,No,Yes,Yes,Month-to-month,Yes,,94.23898315572629,1022.4245348880332,Yes
3348-CFRNX,Female,0.0,Yes,No,28.0,Yes,No,,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,95.59982203800905,2910.7128115832697,Yes
4402-FTBXC,Male,0.0,No,No,54.0,Yes,No,,,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,96.80218747715031,4727.928378715126,No
1428-GTBJJ,Male,0.0,No,No,11.0,Yes,No,,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.01988834038147,956.3304460847108,Yes
2931-XIQBR,Female,0.0,Yes,Yes,50.0,Yes,No,,No,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,91.73422442958724,4750.467498922711,No
0106-UGRDO,Female,0.0,Yes,No,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,118.43703376351921,8026.394348263429,No
5542-TBBWB,Male,,,No,,Yes,No,,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.75577759628082,-140.08716520500622,No
1930-QPBVZ,Male,0.0,,Yes,68.0,Yes,No,,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),93.35093575128245,6912.635717598081,No
2606-PKWJB,Male,0.0,No,Yes,40.0,No,No phone service,,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,39.67083912554568,1629.756537206899,No
5322-ZSMZY,Male,0.0,Yes,Yes,31.0,Yes,Yes,,,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.037429993974964,791.3818215991129,No
8059-UDZFY,,1.0,No,Yes,33.0,Yes,Yes,,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.44439587596011,3046.092785631702,No
7740-BTPUX,Male,1.0,Yes,No,55.0,Yes,Yes,,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,120.27677732878321,6510.816574646037,No
5220-AGAAX,,0.0,,Yes,68.0,Yes,Yes,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),14.287702606091633,1817.8083011775143,No
0208-BPQEJ,Female,0.0,Yes,Yes,12.0,Yes,No,,,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.65184926329458,42.20142277877028,No
9435-JMLSX,Male,0.0,Yes,No,71.0,Yes,No,,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.38949906107011,6084.261021202701,No
3352-ALMCK,Male,0.0,No,,40.0,Yes,Yes,,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,104.94117410862562,4001.477403660912,No
5312-IRCFR,Female,0.0,Yes,Yes,64.0,,Yes,,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,87.12788279525167,5849.819244959816,No
5294-IMHHT,Male,0.0,Yes,No,53.0,Yes,Yes,,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),96.70048140426147,4798.357961554167,No
8802-UNOJF,Male,1.0,No,No,12.0,Yes,No,,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,87.94052846589095,867.7401562985103,Yes
6313-GIDIT,Male,1.0,No,No,53.0,,No phone service,,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,57.49093839727806,3053.1214192314933,Yes
6176-YJWAS,Male,0.0,Yes,No,72.0,Yes,Yes,,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),92.01452036988654,7207.281329367941,No
5310-NOOVA,Male,0.0,No,No,46.0,,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,16.760818036379156,837.2085671060911,No
4526-EXKKN,Male,0.0,No,No,40.0,,Yes,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,28.69821629496995,1017.0753131361972,No
5311-IHLEI,Male,0.0,No,No,12.0,No,No phone service,,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),55.066934688899934,306.28531806957426,No
3987-KQDDU,Male,0.0,No,No,9.0,Yes,No,,,No,No,No,No,No,Month-to-month,No,,66.51741418935114,697.0694790008074,No
3404-JNXAX,Female,0.0,Yes,Yes,51.0,Yes,Yes,,No,No,No,Yes,No,No,Month-to-month,Yes,,82.63494099965656,3863.639368523628,No
5131-PONJI,Male,0.0,Yes,Yes,49.0,,No,,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.79137581151718,4484.674526633904,No
2845-AFFTX,Male,1.0,Yes,No,41.0,Yes,Yes,,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.62901530874849,,Yes
3489-VSFRD,Female,0.0,No,No,56.0,Yes,No,,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),58.80195482771889,3334.0656281181887,No
3345-JHUEO,Male,0.0,No,No,4.0,,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,12.859606687025064,629.3612983609187,No
5815-HGGHV,Male,0.0,Yes,,20.0,Yes,No,,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,66.22131223490506,1093.124094749323,No
5260-UMPWX,Female,0.0,Yes,Yes,,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.39242027930564,,No
2249-YPRNG,,0.0,Yes,Yes,,Yes,Yes,,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),118.09515026830537,2119.4659371704183,Yes
7410-YTJIK,Female,0.0,No,No,7.0,Yes,Yes,,No,No,No,No,No,No,Month-to-month,No,Mailed check,83.61187548780903,418.0649898145911,Yes
4626-GYCZP,Male,0.0,No,No,7.0,,Yes,,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.99571786903297,948.8479142356535,Yes
5649-RXQTV,Male,0.0,No,No,51.0,Yes,,,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.21559487827507,4951.707657454209,No
2674-MIAHT,Female,0.0,No,No,4.0,Yes,Yes,,,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,81.611892597255,176.9736848733616,No
2576-HXMPA,Female,0.0,No,No,1.0,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,,18.783215247959227,-107.11865100790486,No
7587-AOVVU,Male,0.0,Yes,Yes,27.0,,,,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,101.83391540276897,2798.666212631759,No
5590-BYNII,Male,0.0,No,No,22.0,Yes,Yes,,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.28983047175032,,Yes
6898-MDLZW,Male,0.0,,,12.0,Yes,No,,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,57.59751558418735,,No
3237-AJGEH,Female,0.0,Yes,Yes,3.0,No,No phone service,,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,31.348893943926054,176.74529226990674,Yes
4707-YNOQA,Female,0.0,,Yes,34.0,Yes,Yes,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),29.162778692824432,1493.748290410505,No
9357-UJRUN,Male,0.0,Yes,No,24.0,Yes,Yes,,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,58.13326161022982,1326.5140993413445,No
1591-NFNLQ,Male,0.0,No,No,51.0,,Yes,,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),74.45893099758104,,Yes
8648-PFRMP,Female,,No,,14.0,No,No phone service,,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,48.50955549199661,614.4722237509067,No
7663-CUXZB,Male,0.0,Yes,No,59.0,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,112.54628204600614,6592.85355480534,No
0258-NOKBL,,0.0,No,No,3.0,Yes,No,,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,93.08920046761548,50.16134478972396,No
1163-VIPRI,Female,0.0,Yes,Yes,65.0,Yes,Yes,,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,101.61153544097438,,No
2815-CPTUL,Male,,No,No,,Yes,No,,No,No,No,No,No,No,Month-to-month,Yes,,71.58643853706162,640.0004071630462,Yes
9348-ROUAI,Female,0.0,Yes,Yes,59.0,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),92.97823060693187,5341.9489806411375,No
9443-JUBUO,Male,0.0,Yes,Yes,72.0,No,No phone service,,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),62.89994371543172,4298.625944163887,No
0596-BQCEQ,Female,0.0,Yes,Yes,62.0,Yes,No,,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.50977817864687,6521.720832184076,Yes
1481-ZUWZA,Male,0.0,No,No,28.0,Yes,Yes,,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),93.5814871830673,2536.381317930733,Yes
3043-TYBNO,Male,,No,No,3.0,Yes,No,,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,58.36055972846685,134.95840012058278,No
4830-FAXFM,Male,0.0,No,Yes,19.0,Yes,Yes,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.250508544448543,556.9366042209983,No
5906-BFOZT,Male,0.0,,No,1.0,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.46795420470907,,No
2960-NKRSO,Male,,No,No,24.0,Yes,No,,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,89.54387173548103,2290.877520087297,No
8996-ZROXE,Male,1.0,No,No,57.0,Yes,No,,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,55.06222053132492,3215.963884629366,No
5598-IKHQQ,Female,0.0,No,No,,Yes,Yes,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),27.988184309088716,2067.972051671766,No
0397-ZXWQF,,,,No,67.0,,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.619186494057782,1492.9236199046725,No
5266-PFRQK,Male,0.0,Yes,Yes,52.0,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.81765735487792,1080.1721298119328,No
4674-HGNUA,Male,0.0,Yes,Yes,71.0,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),93.28785524812339,6475.339779577941,No
6765-MBQNU,Female,0.0,Yes,,26.0,,Yes,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,,25.148734555841365,791.2316631646404,No
9786-IJYDL,,0.0,No,No,35.0,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,114.64694905814281,4028.557062086736,No
1303-SRDOK,Female,0.0,Yes,Yes,55.0,Yes,No,,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),68.34851756995974,4009.572041303803,No
3769-MHZNV,Female,,,Yes,33.0,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.74618481909782,581.7828411811487,No
6295-OSINB,Male,0.0,Yes,No,72.0,Yes,Yes,,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,112.82754381240083,7896.498275954138,No
3308-MHOOC,Male,0.0,No,,1.0,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,12.28920139418359,215.88464348868413,No
2309-OSFEU,Male,0.0,No,No,10.0,No,No phone service,,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,32.36164182585213,345.0422099582148,Yes
2207-QPJED,Female,1.0,Yes,No,37.0,Yes,No,,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,86.29310394442602,3618.606709894568,No
4177-JPDFU,Male,0.0,No,No,12.0,No,No phone service,,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,36.20700046457256,385.57193481917307,No
2239-CFOUJ,Male,0.0,Yes,Yes,1.0,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.063447671442646,250.7855431197078,No
8046-DNVTL,Male,0.0,Yes,No,62.0,No,No phone service,,Yes,Yes,No,Yes,No,No,Two year,Yes,,49.392698579859676,2394.440569053597,No
2209-XADXF,Female,0.0,No,No,1.0,No,No phone service,,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),22.917178693919098,147.98898358472502,No
6620-JDYNW,Female,0.0,No,,18.0,,Yes,,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,56.80403524998185,1570.2953788100167,No
1891-FZYSA,,1.0,,No,69.0,Yes,Yes,,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,92.77753023043974,5826.293487104259,Yes
4770-UEZOX,Male,0.0,No,,2.0,Yes,No,,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.20615793181382,156.38626136133485,No
1038-RQOST,Male,,Yes,Yes,19.0,Yes,,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,28.600353824478788,668.3245145651425,No
7613-LLQFO,Male,0.0,No,,12.0,,Yes,,No,No,No,No,Yes,No,Month-to-month,Yes,,74.33376342887227,1054.4478392723497,Yes
4568-TTZRT,Male,0.0,No,No,,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.53536124815462,-167.7191789862103,No
9513-DXHDA,Male,0.0,No,No,27.0,Yes,No,,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,83.98932289985653,,No
2640-PMGFL,Male,0.0,No,Yes,,Yes,Yes,,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,73.57543207935244,,Yes
3801-HMYNL,,0.0,Yes,Yes,1.0,,No,,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,88.28957392897519,-14.491423670788125,Yes
0516-QREYC,Female,1.0,No,No,24.0,Yes,No,,,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.496717430287582,303.35032829536885,No
9685-WKZGT,Male,1.0,,No,14.0,Yes,Yes,,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,72.16797024400267,1109.960098521378,Yes
6022-UGGSO,Female,,No,No,32.0,Yes,No,,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,68.72953275800997,2389.8020528327784,Yes
8084-OIVBS,Female,0.0,No,No,,,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,17.940642962091186,-73.06102806993687,No
8896-BQTTI,Male,0.0,No,No,,Yes,Yes,,,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.749399204309157,-207.82530611414975,No
3865-QBWSJ,Male,1.0,No,Yes,38.0,Yes,Yes,,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,73.66543579381772,3009.1267138006733,No
3352-RICWQ,Female,0.0,Yes,,9.0,Yes,No,,,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,14.816410042787528,259.9135346466196,No
2160-GPFXD,Male,0.0,Yes,Yes,54.0,Yes,Yes,,,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),59.69644440727811,3392.0570071749557,No
2065-MMKGR,Female,0.0,No,No,29.0,,Yes,,,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),66.81663707619863,1958.3320587050105,No
5857-TYBCJ,Male,1.0,Yes,No,44.0,Yes,Yes,,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,87.3598195771704,,No
1498-NHTLT,Male,0.0,Yes,Yes,59.0,Yes,No,,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,87.29446397269018,5082.252954690567,No
4484-CGXFK,Female,0.0,No,No,3.0,,No,,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,53.90516871802556,120.54022288387678,Yes
1402-PTHGN,Female,0.0,Yes,Yes,18.0,,No,,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,61.12370904334832,1006.8936184199624,No
4176-RELJR,Male,1.0,No,No,67.0,Yes,Yes,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),22.28062090358236,1672.7264480058757,No
6214-EDAKZ,Female,0.0,Yes,Yes,,Yes,,,,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,64.44216589247212,1069.135037961195,Yes
5199-FPUSP,Male,0.0,No,Yes,,,No phone service,,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),29.29962585088921,776.6150568973999,No
6377-KSLXC,,0.0,No,,5.0,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,15.909334221315193,-118.34749601013584,No
1796-JANOW,Female,0.0,No,No,,,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,14.356230227202682,317.04722232254994,No
0238-WHBIQ,Male,0.0,Yes,Yes,72.0,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.73427445109729,6272.1845973092495,No
8735-NBLWT,Male,0.0,No,Yes,9.0,Yes,,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,15.389022006172237,,No
6651-RLGGM,Male,0.0,Yes,Yes,67.0,Yes,Yes,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,29.06561863984769,,No
6127-ISGTU,Female,0.0,Yes,No,16.0,Yes,Yes,,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.88731193237211,1231.243836751279,Yes
1614-JBEBI,,0.0,No,No,8.0,,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.554217469029044,141.83051313447325,No
8740-XLHDR,Male,0.0,No,No,5.0,No,No phone service,,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,36.88699743355934,114.20808777584227,Yes
1208-DNHLN,Male,0.0,Yes,Yes,23.0,Yes,Yes,,No,No,No,No,No,No,One year,Yes,Credit card (automatic),47.81778979775348,934.3702568115737,Yes
1761-AEZZR,Male,0.0,No,No,1.0,Yes,No,,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.78341745198686,-217.02969947533077,Yes
3923-CSIHK,Female,1.0,Yes,No,50.0,Yes,No,,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.09858226195689,3293.709059869887,Yes
5696-EXCYS,Male,,No,No,17.0,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),21.113965357080065,512.7042345445785,No
5795-KTGUD,Female,0.0,Yes,No,68.0,Yes,Yes,,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.0691991676007,7693.237923339764,No
7120-RFMVS,Male,0.0,No,,1.0,Yes,Yes,,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,86.96424454137912,236.1940325596712,Yes
7924-GJZFI,Female,1.0,Yes,,25.0,Yes,No,,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,66.92986630529153,1449.544132151765,No
4702-HDRKD,Male,0.0,No,,67.0,No,No phone service,,Yes,No,Yes,Yes,Yes,No,One year,Yes,,52.878349458486625,3514.512925797172,No
8512-WIWYV,Male,0.0,No,No,32.0,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),23.006570672286156,950.3170270416796,No
5897-ZYEKH,,1.0,Yes,No,67.0,Yes,Yes,,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,99.68500767312081,7036.9177687999845,No
5456-ITGIC,Male,,Yes,No,72.0,No,No phone service,,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),69.12693153848025,4703.15823634812,No
7317-GGVPB,Male,0.0,Yes,No,,Yes,Yes,,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),105.54303467358686,7253.336659766913,Yes
1406-PUQVY,Male,0.0,No,Yes,,Yes,No,,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,53.733562618697356,-71.75147939807945,No
1322-AGOQM,Male,0.0,No,No,46.0,No,No phone service,,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),31.405336765568514,1240.2088035559336,Yes
3677-IYRBF,Female,1.0,No,,2.0,No,No phone service,,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,28.500171811760016,280.6170697541396,Yes
5692-FPTAH,Female,0.0,No,No,1.0,Yes,,,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.39273341499088,,Yes
9114-AAFQH,Female,0.0,Yes,No,48.0,Yes,No,,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,62.27251465195018,3237.080560961121,No
8715-KKTFG,Female,0.0,Yes,No,61.0,Yes,Yes,,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),100.28859771469342,6558.731221014559,No
1550-LOAHA,Female,0.0,Yes,No,32.0,Yes,,,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),78.355449667183,,Yes
1728-BQDMA,Female,0.0,No,No,2.0,Yes,No,,No,No,No,No,No,No,Month-to-month,No,Electronic check,41.43370786221055,-183.8294417528569,No
0268-QKIWO,Female,0.0,No,No,3.0,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,13.332921719127453,287.98816642062314,Yes
0876-WDUUZ,Female,0.0,No,No,,Yes,No,,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),85.2567347648649,323.5717500424896,Yes
5117-ZSMHQ,Female,0.0,Yes,,71.0,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),91.36473172667844,6385.36259558152,No
5151-HQRDG,Male,0.0,Yes,,37.0,Yes,Yes,,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,57.14028648908671,,No
0960-HUWBM,Male,0.0,Yes,Yes,65.0,Yes,Yes,,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.28165018103509,,No
6465-GSRCL,Female,0.0,No,Yes,67.0,Yes,,,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.06568698605116,7236.436005461994,No
0617-FHSGK,Male,0.0,No,,49.0,Yes,Yes,,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),73.71218820727707,3655.136914498805,Yes
